Product Description,Product Category
"FabSeasons Men's Casual Checkered Acrylic Woolen Muffler, Scarf & Stole for Winter, Size 30 * 180 cms This Muffler is made of Acrylic Woolen fabric. It is soft on skin and is Light Weight - This Muffler is going to be a great plus in your wardrobe and your accessories collection. - This is also a perfect option to gift your loved ones - In winters it protects from cold and keeps you warm and cozy - Easy to use and Wash - SIZE - 30*190 cms",Clothing
"Segolike 2MP Magnifier USB Digital Microscope Endoscope Camera with Stand Description: snapshot: software and hardware this is a superior quality electronic microscope. This is an electronic microscope which you can use to snap HD pictures, capture video, and measure objects. Image sensor: 0.3m.",Electronics
AmazonBasics CL2-Rated Coaxial Cable - 4 Feet Size name:4 Feet                                                                                 |                            Style name:1 Pack   An Amazon Brand.,Electronics
"My First Learning Library: Boxset of 20 Board Books for kids About the Author Wonder House has a dedicated team of editors and designers involved in the development of magnificent and enriching children books. The team pays special attention to develop age appropriate content and does extensive research on every topic included in the book. Our mission is to develop highly informative content which will help the children to master different skills. At Wonder House, we strive to make learning a joy.",Books
"Outbolt Smart Wristband Pedometer Fitness Tracker HR Activity Tracker Watch with Heart Rate Monitor Step Tracker Calorie Counter for Kids, Women, and Men(Color Screen,2019 Ver) ONE YEAR REPLACEMENT WARRANTY SpecificationsMaterial: ABS+PCStrap Material: TPEBuilt-in Lithium Battery Capacity: 90mAhCharging Time: 2 hoursScreen: 0.96 inch TFT color screenWaterproof Level: IP65Dial Thickness: 12mmBand Width: 18mmBand Length: 255mmStandby Time: About 15 daysWorking Time: About 3-7 DaysSystem Requirements: Android 4.4 and above, IOS 8.0 and above, Bluetooth 4.0 supportBluetooth Chip: Bluetooth chipHeart Rate Module Operating Current: About 550uA Features● HD 0.96 TFT color screen, dynamic 3D interface UI.● Environmental protection TPE strap, sticker soliton no sense of wear.● Always checking the number of steps walking in the day, you can also be synchronized to the APP in time, viewing and analyzing the movement data.● The equipment automatically monitors the mileage and heat consumption of the movement.● Long pressing to enter the health monitoring function, such as the heart rate, the blood pressure, real-time monitoring.● A variety of motion modes monitoring (swimming, rope skipping, table tennis, tennis, etc.), pressing to enter the movement mode monitoring.● Weather Reminder: Connecting the phone APP, it will be synchronized to the weather in phone website, then you can timely view the weather temperature and weather conditions with the bracelet.● Languages APP supports: eNGLISH, Russian, German, Italian, Japanese, French, simplified Chinese, traditional Chinese, Portuguese, Spanish, Arabic, Korean● Main features: Step, Mileage, Calories Consumption, Sleep Detection, Sedentary Reminder, Heart Rate Monitoring, Blood Pressure Monitoring, QQ Message Reminder, WeChat News Reminder, Call Reminder, SMS Reminder, Intelligent Alarm Clock, Shake and Take A Photo.",Electronics
"RRB Objective Mechanical Engineering 2018 About the Author An editorial team of highly skilled professionals at Arihant, works hand in glove to ensure that the students receive the best and accurate content through our books. From inception till the book comes out from print, the whole team comprising of authors, editors, proof-readers and various other involved in shaping the book put in their best efforts, knowledge and experience to produce the rigorous content the students receive. Keeping in mind the specific requirements of the students and various examinations, the carefully designed exam oriented and exam ready content comes out only after intensive research and analysis. The experts have adopted whole new style of presenting the content which is easily understandable, leaving behind the old traditional methods which once used to be the most effective. They have been developing the latest content and updates as per the needs and requirements of the students making our books a hallmark for quality and reliability for the past 15 years.",Books
"Wipro Emerald Rechargeable Emergency Light (Red) Item Package Quantity:1   A powerful 5 watt LED & high quality rechargeable lithium battery operated emergency light that comes with in-built 2 levels of brightness and 50,000 hours of life.",Home Appliances
"Dell WM126 Wireless Optical Mouse (Black) The WM126 wireless optical mouse from Dell offers you everyday wireless performance with excellent battery life. It is designed to create a clutter-free workspace with a reliable, plug-and-play RF wireless connection. This wireless mouse provides reliable performance and a stable wireless connection through the USB anchored RF wireless dongle. Its plug and play feature allows for easy installation so users can get started using their mouse within minutes, with no confusing software or setup requirements. The small size and wireless performance help to make WM126 wireless optical mouse a great option for on-the-go users.",Electronics
Alma Mater NCAA Boys Color Block Cardigan,Clothing
Difficult Women,Books
"Public Administration and Public Affairs Public Administration And Public Affairs by Henry, T&F/Routledge, 2016, Paperback, 9781138705722",Books
"Kurtzy File Holder Rack Metal Mesh for Document Magazines Paper Storage Organizing Desktop Table Home & Office 3 Compartments We love a simple solution to a messy problem - And this one works!Magazines, brochures, directories, letters... they mount up. You can't just throw them all away when you have read them - some of them you want to keep, and some you need to keep. If you don't have a plan they can end up all around your home or office, getting lost and forgotten.Now you can keep them in a tidy, ordered fashion keeping them safe for when you want them.Our sturdy file organizer for your desk (or wherever you want to put it) has three sections for the simple division of various items.Features:1. Hollow out body, ventilated and keep your stuff dry, keep it away from gathering the dust and it's easy to clean.2. The triple design means that there are 3 separate sections, ideal for helping you to organize work or living areas.3. Saves space and keeps your files/documents securely and tidily. Product details:Material: Metal MeshColour: BlackSection: 3 sectionsClick on Add on Cart today and get organized. Happy Shopping!",Office Supplies
Muller and Kirk's Small Animal Dermatology Review The leading reference covering all aspects of small animal dermatology,Books
"2Day Women's Stylish Plazzo (Pack of 1) Don't miss this season a super, amazing, stunning and stylish PALAZZO from 2DAY!!!. The PALAZZO is a delight in colour which is sure to complement your wardrobe without burning a whole in your pocket. Go ahead and mix and match in style",Clothing
"Besties Front Open Kids Thermal Top & Pyjama Set for Baby Boys & Baby Girls, Pack of 3 (Dark Colors) Stock up your little ones wardrobe with Besties Baby Thermal Set to give your kid an extra warm layer this winter. This set of Besties full sleeve thermal vest and legging are made from soft fabric which will keep your little one warm and cozy. The high quality fabric provides extra comfort and the front open thermal vest ensures fuss free dressing. Besties Baby Thermal Set comes in multiple colors and multiple sizes. Note: Actual product may slightly vary in terms of color /design and will be shipped based on availability.",Clothing
PSK Velvet Jute Nehru Jacket Waistcoat ocassion partywear festival marriage PSK Exports offers you an amazing combo of Nehru Jackets for men from a brand named PSK. These jackets are made from fine quality materials that are available in different colours and patterns. Grab this combo online and get a distinctive look this winter.,Clothing
Khhalisi Women's Round Neck Sweatshirt with Pearls and Side Pockets Khhalisi presents Black coloured Women's Pearls Sweatshirt made from Fleece fabric.,Clothing
"4 Way Lycra Stylish Navy Trackpant for Men with Two Side Zipper Pockets – Stretchable, Comfortable & Absorbent Slim Fit Track Pants for Gym Workout and Casual Wear Fitinc Sweat Pants for Men – For Optimum Comfort throughout the Day Ensure comfort all day long and enjoy a healthy lifestyle with this comfortable workout track pant for men which offer greater flexibility with your every move. Team up this casual track pant in color name with any of your favourite t-shirts and create a fashionably sporty look. Made of 100% lycra, this comfortable lower is absorbent which provides you optimum comfort and keep you dry even when you are performing exercises on a hot sunny day or running on the road. Its stretchable fabric gives an ease of movement even when you are performing the complex exercise. Solving both casual and sports need of the people, this lower is durable and is perfect for running, jogging, gym and yoga and stretches according to your body moments. With beautifully designed two side pockets, this workout lower gives you a fashionable look and keep all your items safe inside. No need to worry about cleaning as these pants can be hand and machine washed with a mild detergent or soap. Note: If you usually wear smaller size lower then order medium size of these pants and if you wear medium size then orders large size for yourself. As these pants are slim fit it is important for you to order one bigger then what you usually wear for more comfort.",Clothing
"Desk Straight Rod Paper Holder Spike Stick Bill Fork, 130mm Long (Set of 3) Number Of Items:3   Made of stainless steel in silver tone, 70mm diameter round base easy to standing on the desk. Stainless steel body finishing best for holding memo, small notes. Ideal for storing your bills, receipts, invoices and any other paper work",Office Supplies
"Toreto Outdoor Bluetooth 10W Speaker Boombox-TBS 315 From style and design to battery life and performance, the portable Boombox bluetooth speaker is the party starter you should carry anywhere you go. Be it bluetooth, micro SD card or aux cable, this sound booming box transforms mere musical notes into feet-tapping and shoulder-bouncing beats. Its 3 inch subwoofer is another plus point that might compel you to spend on this smart technology.",Electronics
"AST Works 2 Pcs LMF6UU 6mm Inner Diameter Round Flange Linear Bearing Bushing CNC Router Low coefficient of frictionreliable friction characteristics that do not increase over the life of the bearingbuilt in double seals standardadvanced polymer resin cage for quieter operationthe universal ball bearings is great for you to replace the damaged ball bearings in your devices to improve them efficiency and save energy. Widely used in home appliances, industrial, low noise and high speed electric motors, construction machinery, ponents, pumps, and machinery. Smooth moving, low friction, high rigidity and long life. Economical, easy to maintain and replace",Automotive
"boAt Rugged V3 Braided Micro USB Cable (Molten Orange) Colour:Molten Orange   The boAt lifestyle rugged Micro USB cables are really rugged and made to be compatible with your all micro USB devices. No warning message, works the same as the cable you get with your device. Connects to your Smartphones, Mp3 Players or other micro USB supported devices and charges or syncs by connecting the USB connector into your wall charger or computer. Fully supports data sync and battery re-charging for any micro USB device. No need to wrap, the cable design makes them tangle free. Choose your style to charge in. Plug it in, plug into Nirvana.",Electronics
"Classic Data Structures Review The book is really a good one, which is budget worthy and moreover comprised of visual explanations of the linked list and all. It is really helping me a lot. Beginners with their knowledge in their own language can get their concept 99.99% clear from this book and .01% from their prior knowledge. You can obviously have this book. --Poulav Biswas Aug 17, 2014 on Flipkart , IndiaMust a book for CSE UGs Since the book covers all the topics designed for undergraduate level,this book is a classic material for all engineering students. The way data structures are explained with algorithmic approach is one of unique features of this book which almost many books lack. Apart from theoretical content it is filled with a lot of exercises and assignments to sharpen your skills. Happy Reading.!!! --Raje_Wills Apr 16, 2014 on Flipkart , India 				    	 					 About the Author DEBASIS SAMANTA, Ph.D., is Associate Professor at the School of Information Technology, Indian Institute of Technology Kharagpur. He is also the author of Object-Oriented Programming with C++ and Java, published by PHI Learning, New Delhi. Dr. Samanta has contributed to numerous journal and conference publications in the areas of Information System Design, Software Testing, Human Computer Interaction, etc.",Books
"Yongnuo_ EF YN 50mm F/1.8 1:1.8 Standard Prime Lens for Canon Rebel Digital Camera Works Well With 5D, 7D, 60D, 70D, T3, T3i, T5, T5i, Plus Size name:One Size                                                                                 |                            Colour:Black   Yongnuo 50mm f/1.8 Lens for Canon EF Mount Lens for Canon Rebel Digital Camera Works Well With 5D, 7D, 60D, 70D, T3, T3i, T5, T5i, Plus.",Electronics
Orpat OEH-1250 2000-Watt Electrical Fan Heater (White) Orpat Room Heater 1250 heater blower,Home Appliances
Feier Yusi Adult Professional Ski Goggles Snowmobile Snowboard Skate Snow Skiing Goggles with 100% UV400 Protection Bright Lens TPC Frame Material Anti Sand Wind UV Suitable Hiking Surfing Skiing Feier Yusi Adult Professional Ski Goggles Snowmobile Snowboard Skate Snow Skiing Goggles with 100% UV400 Protection Bright lens TPC Frame Material Anti Sand Wind UV Suitable Hiking Surfing Skiing,Sports & Outdoors
"GOLDEN GIRL Swimming Kit for Boys Kids & Men Package Includes 1 Premium Quality Swimming Shorts With Soft Waist Band (Elastic & Drawstring at Waist ) ,1 Swim Cap, 1 Swim Google, 1 Pair Ear Plugs And 1 Nose Clip",Sports & Outdoors
Fasnoya Women's Black Shorts Look fashionable wearing this basic denim cotton shorts from Fasnoya.,Clothing
Genric 80 watt Professional Glue Gun with Glue-Flow Control Switch Indicator and 10 Glue-Sticks Genric 80 watt Professional Glue Gun with Glue-Flow Control Switch Indicator. Comes with 10 glue sticks.,Office Supplies
"The Retailer House Glass Jar 250 Gram Capacity With Metal Gold Color Rust Proof Air Tight Cap,(Set Of 6 Pcs ) Good quality Glass jar container squire shape , which can contain about 250 TO 350 gms . this jar is coming with a good quality golden color metal cap which is air tight and special coating has been done inside of cap to avoid any type of problem in the item you store in the same , it's completely rust proof and safe to store you food items .",Grocery
"Alazra Creation Women's Unstitched Salwar Suit Dress Materials The Finest Beautiful Pure 100% Unstitched Cotton Chudidar Dress Material For Women. Latest Women & Girls Ethnic Wear - Sold 1000'S Of These Women Salwar Suits World-Wide. This Is An Unstitched Fabric With Material And Dimensions Of Cotton Top-2.5 Meters, Cotton Bottom-2 Meters And Cotton Dupatta-2.25 Meters Miraan Has The Best Quality Punjabi Suit And Dress Materials Fashion Collection For On Amazon And Customers Love Our Light Weight, Multicolored Dresses Because Of Our Guarantee Offer. This New Combo Pack Of One Top, Bottom And Dupatta Is Multi-Purpose Designed To Be Worn By South Indian (Chudi) Or North Indian (Churidar) Ladies In A Casual, Traditional, Party Wear, Festival, Wedding Or Ethnic Setting. Home-Wash Is Adequate For This Daily Use Cotton Dress Material. The Images Displayed Is For Representation Purpose Only.",Clothing
"My First Book of Patterns Pencil Control: Patterns Practice book for kids (Pattern Writing) About the Author Wonder House has a dedicated team of editors and designers involved in the development of magnificent and enriching children books. The team pays special attention to develop age appropriate content and does extensive research on every topic included in the book. Our mission is to develop highly informative content which will help the children to master different skills. At Wonder House, we strive to make learning a joy.",Books
Hello World: Being Human in the Age of Algorithms,Books
"OOMPH! Women's Crepe Tank Top - Eggplant Purple Oomph! offers all kinds of tops for both women and girls - tops for women under 500, tops for girls new fashion western, women tops, top for girls, top for women western wear, tops for women casual, top for womens new style, top girls stylish fashion, tops for women western.Top Style: Solid tank top with breezy butterfly sleeves in same colour. Fabric Style: Solid fabric. Styling Tip: Can be be styled both as a breezy casual outfit and a playful party outfit.. Garment Fit: Garment is made with relaxed fit. . Fabric Type: Garment is made of crepe, which drapes well on all body types. Wash Care: First Wash Dry Clean, thereafter Hand wash",Clothing
"Apple iPhone Xs Max (Space Grey, 4GB RAM, 256GB Storage, 12 MP Dual Camera, 458 PPI Display) Size name:256 GB                                                                                 |                            Colour:Space Grey   Meet XS Max - a smartphone that effortlessly brings together a fluid performance and timeless beauty. Made of Surgical-grade Stainless Steel, it comes with a 16.51-cm (6.5) OLED Super Retina HD Display and features such as Advanced Face ID, Smart HDR Technology, Bokeh Effect, and All-new Depth Control. With such impressive features, 64/256/512 GB of ROM to choose from, the powerful A12 Bionic chip and truly stunning cameras, what more could you ask for?",Electronics
"Diagnostic Imaging: Pediatric Neuroradiology Review ""Every neuroradiologist should have direct access to either this edition or the first-preferably his/her own personal copy. We all have become so accustomed to these marvelous books in the Diagnostic Imaging series. These have made the practice of neuroradiology more accurate, enjoyable, and educational."" -American Journal of Neuroradiology (March, 2016) Review Effectively image and diagnose pediatric neuro disorders",Books
Binatone Spirit 111 Basic Corded Landline Phone for Office & Home (Black) Binatone Spirit 111 landline phone is basic landline phone designed for offices and home.,Electronics
"The Ruskin Bond Horror Omnibus Review Welcome to the terrifying world of horror. And there is only one way to survive. Master your fear. Here is another collectible for young horror addicts—The Ruskin Bond Horror Omnibus. About the Author Ruskin Bond's first novel, The Room on the Roof, written when he was seventeen, won the John Llewellyn Rhys Memorial Prize in 1957. Since then he has written several novels (including Vagrants in the Valley, A Flight of Pigeons and Delhi Is Not Far), essays, poems and children's books, many of which have been published by Penguin India. He has also written over 500 short stories and articles that have appeared in a number of magazines and anthologies.  He received the Sahitya Akademi Award in 1993 and the Padma Shri in 1999.",Books
"Shaarq Universal 360 Degrees Car Rearview Mirror Mount Phone Holder for iPhone Samsung HTC GPS Smartphone MIRROR HOLDER This mobile mirror holder can hold your mobile phone in a better manner.About Mobile Phone Car Mount Holder, 360¡ Rotable Holder Secure Mobile Phone Stand The small size ensures safe driving without blocking sight. It has passed 8kg tensile test.the product can be repeatedly washed and the sucker can perform the most powerful suction after cleaned. The clamp can be 360 degree rotated to adjust to the optimal angle.  Features: The sucker is made of PVC+PU materials,and the nano soft sucker can be used of front windshield glass and automative console. Features : It has three direction to clamp mobile phone, which protect mobile phone against falling down for diference driving status The clamp can be 360 degree rotated to adjust to the optimal angel ONE YEAR REPLACEMENT WARRANTY  BUY NOW",Automotive
"Indian Polity 5th Edition Review best book for polity laxmikant 5 th edition 2017,it is very well written,its complete book for self study,original book not a xerox copy,all previous year solved from 1993 to 2016 (mcq prelims) also solved mcq for prelims for practice (276 question) and many more question unsolved for upsc main exam. --ByAmazon Customeron 13 September 2017An only book for Polity to clear Gov exam, but pdf of indian constitution also required for in depth comprehension. --ByAmazon Customeron 10 March 2017Its a perfect book and you dont need anything else in this subject for pre if you have this book. It has almost every topic covered arranged in an organized manner and it helps increasing ur knowledge alot. A great buy --ByShweta Singhon 16 September 2017 				    	 					 About the Author 'M Laxmikanth obtained his postgraduate degree in Political Science from Osmania University in 1989. He is the former founder and director of an erstwhile coaching institute",Books
"Darice 24-Inch Aluminum T-Square Aluminum T-Square shows both-inch and centimeter/millimeter measurements. Features plastic head fixed to aluminum shaft, peggable lower end and lays flat. Ruler calibrates to 24-inches (60-centimeters) with calibrations down to 1/32 of an-inch for the first 3-inches and 1/16-Inch for the remainder of the ruler. Sold in its own pouch that snaps shut for easy and protective storage.",Office Supplies
"RCR Cristalleria Italiana Crystal Invino Cognac Brandy Glass (570 ml) - Set of 2 RCR Cristalleria Italiana is now Italy’s leading crystal manufacturer and one of the largest in the world.The company is located in Val d’Elsa, in the heart of Tuscany, and its expertise in crystal production is a tradition that goes back over 40 years, making it an icon of Italian design in the world of home and tableware. RCR is a 100% Made in Italy company The Val d’Elsa industrial district has a high level of vertical integration allowing it to concentrate all production processes in house, from product design to engineering and construction of moulds, as well as marketing and distribution in Italy and 80 countries worldwide. LUXION patented by RCR as an innovative, ultra-clear, eco-friendly material, resistant to dishwasher cycles, but vaunting the same transparency, brilliance and sonority found in lead crystal. RCR is an authentically green company both in its processing systems and eco policy. RCR means therefore quality of materials, processes. RCR is an icon of Italy’s quality glass industry in both traditional and design sectors of the tableware offering. It is the only company able to offer excellence in all segments and using all production techniques, both blown and pressed products. RCR colours, cuts, customizes, and designs each product to meet the needs of all age groups. RCR collections like RCR Style, Trends and LUXION Professional for the trade sector emphasize brand values for the consumer.",Home Appliances
"READAT Acrylic PS Sheet Table Top 7 mm Thickness Elevator Writing Desk with Height Adjustable , 12x16 Inches, Black Smoke Colour Readat provides you,best in Quality products. Readat gives you quality assurance. This is SMALL SIZE 16×12 inches table top/Writing Desk/ elevator/laptop table ,which is fully height adjustable with premium quality at 7mm thickness and in COLOUR BLACK SMOKE PS SHEET WITH 15 DAYS WARRANTY. This elevator suitable for office work,home work, college work for reading, writing and drawing purposes and also you gifted someone in any occasions. ADJUSTABLE EASEL :The Easel incline adjusts to FOUR different positions,so you can find writing to reading to perfect drawing angel. BENEFITS: it reduces strains on eyes, helpful for cervical pain patients,maintains privacy,when you do your work on it,your work efficiency increases.it also improves your hand writing, Useful as Laptop stand. DON'T ADJUST YOUR BACK,ADJUST YOUR TABLE. Always Ensure that you purchase the product from seller- SHIVOM FABRICATION AND TRUST ONLY READAT BRAND to get original and genuine products.Avoid Duplicate elevator,they made up from chinese sheet,Always used Indian P.S Sheet (MAKE IN INDIA) or Korean Pure acrylic sheet products. READAT Requesting you ,if you like our products please give us your valuable feedback on AMAZON Site.FOR ANY ENQUIRY PLEASE CALL US AT +91-9811398898 or email us at ajaysethi15@yahoo.com.",Office Supplies
"SHAFIRE Folding Plastic Stool Foldable Step Stool for Kids Adults Kitchen Garden Bathroom Stepping Stool Holds up to 150 KG (Random Colour) SHAFIRE super strong folding step stool is made of high quality plastic which can carry up to 150KG.  Therefore, not only it is wonderful for kids, but it is great and ideal for adults too. It will give you the extra height you and your children need and in addition to all that, it is fold-able! that allows you to store it when not in use. This feature makes it the best stool for your children. (COLOR MAY VARY) (21 x 20 x 24.5cm)  Material Type(s):plastic Color:random color  Item Size:21*20*24.5cm Package Includes :stool x 1",Home Appliances
"Merckx: Half Man, Half Bike Review ""Merckx - a natural champion who regularly rode himself and others into agony and glory - is a fine choice for a writer of Fotheringham's skill and cycling knowledge... A fascinating, often bleak portrait of remarkable athlete and an unnerving man."" (Brian Schofield Sunday Times)""A fine portrait of obsession"" (Financial Times)""Remarkable and impressive … everything you want to know about Merckx and more."" (Richard Abraham Cycling Weekly)""The Cantona or Muhammad Ali of cycling, this Belgian’s story is amazing – and it’s told by one of the greatest cycling reporters around... Top Notch"" (Loaded)""The full unvarnished of one man’s heaven, and hell, on wheels."" (i, Independent) 				    	 					 About the Author William Fotheringham writes for the Guardian and Observer on cycling and rugby. A racing cyclist and launch editor of procycling and Cycle Sport magazines, he has reported on over twenty Tours de France. He is the critically lauded author of Fallen Angel, Roule Britannia, and Put Me Back on My Bike, which Vélo magazine called 'The best cycling biography ever written.",Books
"Homo Deus: A Brief History of Tomorrow Review “Homo Deus will shock you. It will entertain you. Above all, it will make you think in ways you had not thought before.” (Daniel Kahneman, author of Thinking Fast, and Slow)“Thrilling to watch such a talented author trample so freely across so many disciplines... Harari’s skill lies in the way he tilts the prism in all these fields and looks at the world in different ways, providing fresh angles on what we thought we knew... scintillating.” (Financial Times)“Spellbinding… This is a very intelligent book, full of sharp insights and mordant wit... It is a quirky and cool book, with a sliver of ice at its heart... It is hard to imagine anyone could read this book without getting an occasional, vertiginous thrill.” (Guardian)“Harari is an intellectual magpie who has plucked theories and data from many disciplines - including philosophy, theology, computer science and biology - to produce a brilliantly original, thought-provoking and important study of where mankind is heading.” (Evening Standard (London))“I enjoyed reading about these topics not from another futurist but from a historian, contextualizing our current ways of thinking amid humanity’s long march–especially…with Harari’s ability to capsulize big ideas memorably and mingle them with a light, dry humor…Harari offers not just history lessons but a meta-history lesson.” (Washington Post)“What elevates Harari above many chroniclers of our age is his exceptional clarity and focus.” (London Sunday Times)“A remarkable book, full of insights and thoughtful reinterpretations of what we thought we knew about ourselves and our history.” (The Guardian)“Provocative...the handiwork of a gifted thinker.” (Jennifer Senior, New York Times)“[A] great book…not only alters the way you see the world after you’ve read it, it also casts the past in a different light. In Homo Deus, Yuval Noah Harari shows us where mankind is headed in an absolutely clear-sighted & accessible manner.” (Mail on Sunday)“Like all great epics, Sapiens demanded a sequel. Homo Deus, in which that likely apocalyptic future is imagined in spooling detail, is that book. It is a highly seductive scenario planner for the numerous ways in which we might overreach ourselves.” (The Observer (London)) 				    	 					 From the Back Cover In his critically acclaimed international bestseller Sapiens, Yuval Noah Harari explained how humankind came to rule the planet. In Homo Deus, he examines humanity’s future, offering a vision of tomorrow that at first seems incomprehensible but soon looks undeniable: humanity will lose not only its dominance, but its very meaning.Over the past century, humankind has managed to do the impossible: turn the uncontrollable forces of nature—namely, famine, plague, and war—into manageable challenges. Today more people die from eating too much than from eating too little; more people die from old age than from infectious diseases; and more people commit suicide than are killed by soldiers, terrorists, and criminals combined. We are the only species in earth’s long history that has single-handedly changed the entire planet, and we no longer expect any higher being to mold our destinies for us.What then will replace famine, plague, and war at the top of the human agenda? What destinies will we set for ourselves, and which quests will we undertake? Homo Deus explores the projects, dreams, and nightmares that will shape the twenty-first century, from overcoming death to creating artificial life. But the pursuit of these very goals may ultimately render most human beings superfluous. So where do we go from here? And how can we protect this fragile world from our own destructive powers? We cannot stop the march of history, but we can influence its direction. Future-casting typically assumes that tomorrow, at its heart, will look much like today: we will possess amazing new technologies, but old humanist values like liberty and equality will still guide us. Homo Deus dismantles these assumptions and opens our eyes to a vast range of alternative possibilities, with provocative arguments on every page, among them: The main products of the twenty-first-century economy will not be textiles, vehicles, and weapons but bodies, brains, and minds.While the industrial revolution created the working class, the next big revolution will create the useless class.The way humans have treated animals is a good indicator for how upgraded humans will treat us.Democracy and the free market will both collapse once Google and Facebook know us better than we know ourselves, and authority will shift from individual humans to networked algorithms.Humans won’t fight machines; they will merge with them. We are heading toward marriage rather than war.This is the shape of the new world, and the gap between those who get on board and those left behind will be larger than the gap between industrial empires and agrarian tribes, larger even than the gap between Sapiens and Neanderthals. This is the next stage of evolution. This is Homo Deus.               See all Product description",Books
"Prestige Iris(750 Watt) Mixer Grinder with 3 Stainless Steel Jar + 1 Juicer Jar,White and Blue Bring home the Prestige Iris Mixer Grinder, your most versatile partner in the kitchen. The 3 stainless steel jars and transparent juicer jar are built to take care of any grinding and juicing need and the 750 watts heavy duty motor is designed to make every task quick and easy. Note: In the initial stage of using there will be a Varnish smell from the Mixer grinder and this will goes off after few usages.",Home Appliances
"iVoltaa 3.5mm Braided Aux (Auxiliary) Audio Cable - 6 Feet (1.8 Meters) - Space Grey iVoltaa premium 3.5mm male to male audio cable is for connecting iPod, iPhone or media players to car stereos or speakers. It features for its right angle and ultra-strong braided cable, with easy connection and storage. The slim metal case connector allows you to plug it to your source device without taking off your mobile or tab case. Connectors: Straight stereo jack 3.5mm male (metal case), 90 degree elbow stereo jack 3.5mm male (ABS), 24k gold plated housing and contacts for optimum sound quality, compatible with any cell phone, mp3 player, PDA with standard 3.5mm jack. Oxygen-free copper provide maximum conductivity and durability. Ultra strong braided cable design is ideal for travel and storage. Right angle design, making the connection easier. Package contents iVoltaa braided auxiliary audio cable 90 degree right angle.",Electronics
"Petals Stainless Steel Sink Drainer Set, 2-Pieces, Silver Ideal filter/strainer fitting for your kitchen sink to avoid waste clogging and subsequent water logging. Ideal design to easily fit in the top coupling of the sink and can be removed to clean the waste",Home Appliances
"Philips Ultron 17-Watt Wall Light (Cool White, Round) Excessive brightness can cause discomfort to your eyes. But the right light provides more comfort physical ease and relaxation when looking directly at them. Philips LED products provide the right light for all your needs.",Home Appliances
"DecorNation Meraki Engineered Wood End Table Nightstand, White Color:White   This modern style meraki end table nightstand from decornation is perfect for any room's decor and the white finish adds a warm touch to any space in your home. It will offer a simple, sturdy elegance for your living space. This end table nightstand has a top surface, one sliding drawer and an open storage area which is perfect for bedside reading. Decornation offers this meraki nightstand in multiple finishes, select your favorite color option above. Assembly required.",Furniture
"Gupta Fancy Store Natraj Photo 100 Pocket 4 X 6 Inch Album (Multicolour) Material: paper, inside pages High quality black card. Album use: love log, travel log, baby growth record, family journal, works in this episode, exclusive course, learning materials, and newspapers and magazines in this collection, creative gift.",Office Supplies
"Airtel 4G Hotspot – E5573Cs-609 Portable Wi-Fi Data Device (White) Enjoy 4G speeds even on non-4G devices  Enjoy 4G data speeds even on non-4G devices such as smartphones, laptops, tablets, smart TVs and more.  Connect up to 10 Wi-Fi enabled devices  The Airtel 4G Hotspot lets you create your own Wi-Fi network anywhere and connect up to 10 Wi-Fi enabled devices. Whether it is friends or family, you can share 4G internet with everyone around you on multiple devices in a simple and easy manner.  Stay connected on-the-go  Whether you are at home, at work or on-the-go, 4G Hotspot will let you create your own Wi-Fi network in a jiffy. The device is very small and compact, and fits in your pocket. Its in-built battery lets you use it from wherever you are.  Powerful battery  Stay connected for up to 6 hours with a powerful battery back-up, and surf the internet on multiple devices while travelling.  Better signal reception  With our superior Multi Input-Multi Output (MIMO) technology that has two data streams, you get better signal reception and antenna gain, which enables you to experience a stronger and better Wi-Fi signal.  Surf on India’s fastest network  Airtel is rated as “India’s fastest network” by Ookla. Whether your family uses an Airtel SIM or not, they can enjoy 4G speeds of India’s fastest network via the Airtel 4G Hotspot.  Technical Specifications  No. of devices supported: Recommended 10 (Wi-Fi) + 1 (USB tethering)  Standard compliance: WAN: LTE (2300/1800/900MHz)  Operating frequency LTE: FDD B1/B3/B5/B8/B26; TDD B40 (2300–2395 MHz); DC-HSPA+/HSPA+/HSPA/UMTS: B1/B5/B8; EDGE/GPRS/GSM: B2/B3/B5/B8; WLAN: 2.4 GHz  Power supply AC: 100–240 V; DC: 5 V, 1 A  Built-in LTE/UMTS/GSM and WLAN high gain antenna  Dimensions (W × D × H) 96.8 mm × 58.0 mm × 12.8 mm  Battery capacity: 1500 mAh  Supports: Windows 7, Windows 8, Windows 8.1, Windows 10 (does not support Windows RT), MAC OS X 10.7, 10.8, 10.9, 10.10 and 10.11 with latest upgrades  Weight: 75gms  The 4G Hotspot device requires an Airtel 4G device SIM that is available at your nearest retailer. Get an Airtel device SIM, insert it into the device, and it will be ready for use.",Electronics
Interview & Group Discussions Interview & Group Discussions,Books
Professional Knowledge for IBPS/ SBI Specialist IT Officer Exam (Old Edition),Books
"Asus Internal DVD Writer DRW-24D5MT ASUS is a leading company driven by innovation and commitment to quality for products that include notebooks, netbooks, motherboards, graphics cards, etc.Asus was founded in Taipei in 1989 by T.H. Tung, Ted Hsu, Wayne Hsieh and M.T. Liao, all four having previously worked at Acer as hardware engineers. At this time, Taiwan had yet to establish a leading position in the computer-hardware business.",Electronics
"Macroeconomics About the Author Dornbusch, Rudiger, Massachusetts Institute of Technology, Fischer, Stanley, Citigroup - Startz, Richard, University of Calif-Santa Barbara.",Books
